PALABRA;OFFSET3.1;OFFSET3.0;IDPICTO
sorber;01172967-v;spa-30-01170687-v;6217
sorda;00685207-a;spa-30-00681930-a;10214
sordo;00685207-a;spa-30-00681930-a;4748
sorprender;00727236-v;spa-30-00725274-v;9036
sorprendido;02366035-a;spa-30-02357479-a;2574
sorpresa;07312772-n;spa-30-07298154-n;8517
sorpresa;00554692-n;spa-30-00553655-n;8517
sortear;00813037-v;spa-30-00811375-v;11259
sortear;02206757-v;spa-30-02201975-v;8699
sostener;01219234-v;spa-30-01216670-v;4606
soñar;05776550-n;spa-30-05768553-n;5590
soñar;02122725-v;spa-30-02118242-v;5590
spa;08696353-n;spa-30-08678615-n;15337
spray;02757108-n;spa-30-02754103-n;26571
spray;07461133-n;spa-30-07446533-n;8225
suave;02244586-a;spa-30-02236842-a;26455
suavizante;15080503-n;spa-30-15055936-n;7262
subir;00156409-v;spa-30-00156601-v;6218
subir;01978076-v;spa-30-01974062-v;27296
subir;01925957-v;spa-30-01921964-v;27278
subir;01972576-v;spa-30-01968569-v;24725
subir;00154951-v;spa-30-00155143-v;19572
submarino;04354832-n;spa-30-04347754-n;3157
subrayar;01006280-v;spa-30-01004235-v;6219
subtítulo;06358958-n;spa-30-06347588-n;28091
sucesión;01012400-n;spa-30-01010458-n;19548
suciedad;14521347-n;spa-30-14497763-n;8700
suciedad;14511588-n;spa-30-14488004-n;8700
sucio;00420808-a;spa-30-00419289-a;4750
sudadera;04377543-n;spa-30-04370456-n;8701
sudamericano;09750913-n;spa-30-09731571-n;6137
sudar;00067316-v;spa-30-00067545-v;8469
sudeste;13855040-n;spa-30-13832841-n;28095
sudoeste;13856085-n;spa-30-13833886-n;28096
suela;04266092-n;spa-30-04258982-n;8702
suelo;03370438-n;spa-30-03365592-n;2575
suerte;11438252-n;spa-30-11418138-n;11164
suerte;11438574-n;spa-30-11418460-n;11164
sugerencia;07177331-n;spa-30-07162680-n;11576
sugerencia;05924749-n;spa-30-05916155-n;11576
sugerir;00876925-v;spa-30-00875394-v;11576
suicidio;00223352-n;spa-30-00222485-n;26463
suicidio;10693108-n;spa-30-10673669-n;26463
sujetador;02896008-n;spa-30-02892767-n;2576
sultán;10693754-n;spa-30-10674315-n;17324
suma;00873785-n;spa-30-00872107-n;5868
sumar;00642490-v;spa-30-00640828-v;5868
supermercado;04365794-n;spa-30-04358707-n;3389
sur;13855574-n;spa-30-13833375-n;8228
sureste;13855040-n;spa-30-13832841-n;28095
surfista;10698501-n;spa-30-10679054-n;8703
suroeste;13856085-n;spa-30-13833886-n;28096
suroeste;13858217-n;spa-30-13836018-n;28096
suspender;00780320-v;spa-30-00778275-v;27393
suspender;02529187-v;spa-30-02523521-v;22115
sustraer;00642914-v;spa-30-00641252-v;5841
susurrar;00917783-v;spa-30-00915830-v;9037
suturar;01298740-v;spa-30-01296154-v;28837
sábado;15189617-n;spa-30-15164570-n;6605
sábana;04195222-n;spa-30-04188179-n;8367
sémola;07585586-n;spa-30-07570021-n;26435
séquito;08446124-n;spa-30-08429167-n;26439
sí;07218560-n;spa-30-07203900-n;5583
sótano;02803656-n;spa-30-02800497-n;8223
súper;04365794-n;spa-30-04358707-n;3389
tabaco;04449965-n;spa-30-04442831-n;5101
tabla;15126421-n;spa-30-15101854-n;6143
tabla;04370646-n;spa-30-04363559-n;4753
tablero;02859743-n;spa-30-02856463-n;6222
tablón;15126421-n;spa-30-15101854-n;6143
taburete;04334034-n;spa-30-04326896-n;3291
tacatá;04552591-n;spa-30-04545305-n;23741
tachar;00802412-v;spa-30-00800750-v;6223
taco;03150188-n;spa-30-03145522-n;22013
taladrar;01445640-v;spa-30-01443021-v;3391
taladro;03244429-n;spa-30-03239726-n;3392
talco;04393879-n;spa-30-04386792-n;14256
talla;05102953-n;spa-30-05095691-n;9923
taller;04610439-n;spa-30-04603081-n;9805
taller;03421550-n;spa-30-03416640-n;7263
tallo;13149924-n;spa-30-13129165-n;3159
tamaño;05106204-n;spa-30-05098942-n;8704
tambor;03254272-n;spa-30-03249569-n;2578
tampón;04395249-n;spa-30-04388162-n;6619
tanque;04395830-n;spa-30-04388743-n;16285
tanque;04396120-n;spa-30-04389033-n;3400
tanque;03039700-n;spa-30-03035715-n;16285
tapa;03666666-n;spa-30-03661340-n;27395
tapa;07596911-n;spa-30-07581346-n;10221
tapa;04461181-n;spa-30-04453910-n;27395
tapadera;03666666-n;spa-30-03661340-n;27395
tapadera;04461181-n;spa-30-04453910-n;27395
tapar;01347791-v;spa-30-01345109-v;7264
tapar;01425540-v;spa-30-01422886-v;7264
taponar;01425540-v;spa-30-01422886-v;22117
tapón;03974274-n;spa-30-03967942-n;7267
taquilla;02936846-n;spa-30-02933462-n;8705
taquilla;02889123-n;spa-30-02885882-n;24793
taquilla;13279066-n;spa-30-13258167-n;34189
tarde;15191238-n;spa-30-15166191-n;7268
tarta;07644479-n;spa-30-07628870-n;25488
tatuaje;04402786-n;spa-30-04395651-n;6227
tatuar;01685228-v;spa-30-01681333-v;10182
taxi;02934150-n;spa-30-02930766-n;2580
taxista;10713142-n;spa-30-10693646-n;3221
taza;03152175-n;spa-30-03147509-n;2582
teatro;04424944-n;spa-30-04417809-n;10284
teatro;07019235-n;spa-30-07006119-n;11319
techo;02993828-n;spa-30-02990373-n;2583
teclado;03619216-n;spa-30-03614007-n;2793
teclado;03935052-n;spa-30-03928814-n;7270
teclista;10249553-n;spa-30-10229883-n;24424
tecnología;06134474-n;spa-30-06125041-n;31376
teja;15099135-n;spa-30-15074568-n;2792
tejado;04112162-n;spa-30-04105068-n;2584
tejer;01677786-v;spa-30-01673891-v;9039
tejer;01674934-v;spa-30-01671039-v;9040
tela;03314753-n;spa-30-03309808-n;3402
telaraña;04282482-n;spa-30-04275363-n;6286
tele;04413042-n;spa-30-04405907-n;2587
telediario;06632357-n;spa-30-06619850-n;8229
telefonear;00791110-v;spa-30-00789448-v;4691
teleférico;02937835-n;spa-30-02934451-n;22119
telescopio;04410773-n;spa-30-04403638-n;15477
telesilla;03005945-n;spa-30-03002341-n;22123
televisión;04413042-n;spa-30-04405907-n;2587
televisor;04413042-n;spa-30-04405907-n;2587
teléfono;04408223-n;spa-30-04401088-n;2585
teléfono;00791110-v;spa-30-00789448-v;4662
teléfono;06437781-n;spa-30-06426111-n;31485
temblor;07443554-n;spa-30-07428954-n;4755
temor;07534492-n;spa-30-07519253-n;10261
temperatura;05018974-n;spa-30-05011790-n;8230
templo;04414570-n;spa-30-04407435-n;8231
templo;04414821-n;spa-30-04407686-n;8231
tendedero;03055137-n;spa-30-03051152-n;6228
tendero;10611560-n;spa-30-10592152-n;20121
tendón;05303752-n;spa-30-05296253-n;24432
tenedor;03388794-n;spa-30-03383948-n;2588
tener;02209474-v;spa-30-02204692-v;7271
tener;02208144-v;spa-30-02203362-v;7271
tenia;01930097-n;spa-30-01927456-n;25502
tenis;00483309-n;spa-30-00482298-n;10158
tenis;04416847-n;spa-30-04409712-n;5068
tenista;10720829-n;spa-30-10701180-n;3222
tercero;13869097-n;spa-30-13846900-n;15545
terminar;02615799-v;spa-30-02609764-v;5358
terminar;00353212-v;spa-30-00352558-v;32814
termo;04429862-n;spa-30-04422727-n;7274
termómetro;04429007-n;spa-30-04421872-n;2789
terraza;03905846-n;spa-30-03899768-n;28131
terremoto;07443554-n;spa-30-07428954-n;4755
terrorismo;00761047-n;spa-30-00759694-n;16109
terrorista;10722430-n;spa-30-10702781-n;16111
tesoro;13391842-n;spa-30-13370669-n;6229
tesoro;13378158-n;spa-30-13356985-n;6229
testigo;10806193-n;spa-30-10786517-n;12339
testigo;10805709-n;spa-30-10786033-n;12339
testículos;05532266-n;spa-30-05524615-n;7816
teta;05562038-n;spa-30-05554405-n;8372
tetas;05562038-n;spa-30-05554405-n;7275
tetera;04405179-n;spa-30-04398044-n;7276
tetraedro;13938146-n;spa-30-13915113-n;9110
teñir;00283850-v;spa-30-00283090-v;6620
tibia;05602122-n;spa-30-05594367-n;24436
tiburón;01484971-n;spa-30-01482330-n;2589
ticket;06530710-n;spa-30-06518719-n;11255
tiempo;11545095-n;spa-30-11524662-n;7223
tiempo;00028468-n;spa-30-00028270-n;22631
tiempo;15295388-n;spa-30-15270431-n;22631
tienda;04209460-n;spa-30-04202417-n;9116
tienda;04418399-n;spa-30-04411264-n;4756
tienda;02882551-n;spa-30-02879309-n;4885
tierra;09293800-n;spa-30-09270894-n;30014
tierra;14868863-n;spa-30-14844693-n;3160
tierra;09358146-n;spa-30-09335240-n;3160
tigre;02132256-n;spa-30-02129604-n;2590
tijera;04155119-n;spa-30-04148054-n;4964
tijeras;04155119-n;spa-30-04148054-n;6664
timbre;06808977-n;spa-30-06796119-n;2802
timón;04124310-n;spa-30-04117216-n;33056
tiovivo;02969645-n;spa-30-02966193-n;4757
tipi;04419551-n;spa-30-04412416-n;13636
tirador;03491080-n;spa-30-03485997-n;5060
tirantes;02890730-n;spa-30-02887489-n;16901
tirar;01450719-v;spa-30-01448100-v;10184
tirar;01600207-v;spa-30-01597286-v;8708
tirar;01511000-v;spa-30-01508368-v;6542
tirar;01516062-v;spa-30-01513430-v;10183
tirarse;02101482-v;spa-30-02097204-v;26493
tiza;03006695-n;spa-30-03003091-n;16343
toalla;04466597-n;spa-30-04459362-n;4758
toallero;04467144-n;spa-30-04459909-n;3292
toallero;04467008-n;spa-30-04459773-n;3292
tobillo;05586073-n;spa-30-05578442-n;3405
tobogán;04450567-n;spa-30-04443433-n;26495
tobogán;04245234-n;spa-30-04238128-n;4759
tocadiscos;04071513-n;spa-30-04064401-n;9085
tocar;01208838-v;spa-30-01206218-v;3293
tocar;01208316-v;spa-30-01205696-v;3293
tocar;01728928-v;spa-30-01725051-v;8234
tocar;02131823-v;spa-30-02127358-v;3293
tocar;01209469-v;spa-30-01206849-v;3293
tomar;01219234-v;spa-30-01216670-v;4606
tomar;01172332-v;spa-30-01170052-v;2276
tomar;01159300-v;spa-30-01156834-v;2349
tomar;02240906-v;spa-30-02236124-v;17042
tomar;01216829-v;spa-30-01214265-v;6452
tomate;07749993-n;spa-30-07734017-n;2594
tomillo;07837734-n;spa-30-07821758-n;14248
tomillo;12891295-n;spa-30-12870535-n;14248
tontería;06619692-n;spa-30-06607339-n;15483
tontería;05655001-n;spa-30-05647156-n;15483
tontería;01250622-n;spa-30-01248075-n;15483
topo;01892161-n;spa-30-01889520-n;9070
torera;09855548-n;spa-30-09836160-n;11387
torero;09855548-n;spa-30-09836160-n;5597
tormentoso;00304526-a;spa-30-00303727-a;2814
tornado;11539883-n;spa-30-11519450-n;5598
tornillo;04160812-n;spa-30-04153751-n;2788
torniquete;03086660-n;spa-30-03082656-n;30144
toro;02405977-n;spa-30-02403325-n;2595
toro;01890264-n;spa-30-01887623-n;2595
toronja;07765945-n;spa-30-07749969-n;13352
torre;04467365-n;spa-30-04460130-n;6232
torre;04240233-n;spa-30-04233124-n;22145
torre;02984084-n;spa-30-02980625-n;34165
torso;05557463-n;spa-30-05549830-n;29136
torta;07641102-n;spa-30-07625493-n;10234
tortilla;07858729-n;spa-30-07842753-n;4967
tortuga;01672733-n;spa-30-01670092-n;2596
tortícolis;14384587-n;spa-30-14361182-n;7817
tos;14382579-n;spa-30-14359174-n;26507
tos;00005815-v;spa-30-00005815-v;26507
toser;00005815-v;spa-30-00005815-v;26507
tostada;07702618-n;spa-30-07686873-n;2787
tostadora;04449446-n;spa-30-04442312-n;2598
tostar;00322952-v;spa-30-00322151-v;17330
trabajador;09655706-n;spa-30-09632518-n;7795
trabajador;10501296-n;spa-30-10481711-n;7795
trabajar;02418610-v;spa-30-02413480-v;2599
trabajo;00583425-n;spa-30-00582388-n;16087
trabajo;00585404-n;spa-30-00584367-n;11601
traca;03349961-n;spa-30-03345115-n;25231
tractor;04472736-n;spa-30-04465501-n;2600
traer;02081903-v;spa-30-02077656-v;7279
tragar;01204494-v;spa-30-01201856-v;27099
tragarse;01204494-v;spa-30-01201856-v;27099
traje;04357983-n;spa-30-04350905-n;29931
trampa;04481701-n;spa-30-04474466-n;25506
trampa;00755767-n;spa-30-00754424-n;31414
trampolín;03220783-n;spa-30-03216080-n;22151
transatlántico;03678353-n;spa-30-03673027-n;22155
transexual;10745529-n;spa-30-10725893-n;11568
transporte;03105141-n;spa-30-03100490-n;10351
tranvía;04342573-n;spa-30-04335435-n;2602
trapecio;13904169-n;spa-30-13881512-n;4761
trapecio;05599525-n;spa-30-05591770-n;25514
trasatlántico;03678353-n;spa-30-03673027-n;22155
trasladarse;01859592-v;spa-30-01855606-v;24819
trastero;04336615-n;spa-30-04329477-n;26511
tratamiento;00659325-n;spa-30-00658082-n;8163
trece;13769339-n;spa-30-13747199-n;29264
treinta;13771547-n;spa-30-13749407-n;29298
tren;04475240-n;spa-30-04468005-n;2603
trenza;05266995-n;spa-30-05259512-n;5599
trepar;01925957-v;spa-30-01921964-v;8236
tres;13766184-n;spa-30-13744044-n;2629
tribunal;08346380-n;spa-30-08329453-n;8147
tribunal;03654773-n;spa-30-03649459-n;8147
triciclo;04489649-n;spa-30-04482393-n;2605
trigo;12162602-n;spa-30-12142085-n;7285
trillar;01419018-v;spa-30-01416364-v;27089
trineo;04242397-n;spa-30-04235291-n;8710
tripa;05563550-n;spa-30-05555917-n;2786
triste;01364779-a;spa-30-01361863-a;2606
triste;01152997-a;spa-30-01149494-a;2606
triste;00912446-a;spa-30-00909363-a;2606
triturar;00339895-v;spa-30-00339085-v;28157
triángulo;13901977-n;spa-30-13879320-n;4763
triángulo;04488109-n;spa-30-04480853-n;2604
trofeo;04495252-n;spa-30-04487996-n;3162
trombón;04494650-n;spa-30-04487394-n;6233
trompa;02455598-n;spa-30-02452967-n;7287
trompa;03399752-n;spa-30-03394916-n;6234
trompeta;03115320-n;spa-30-03110669-n;2607
trompo;04461511-n;spa-30-04454240-n;8663
tronar;02776493-v;spa-30-02770535-v;3225
tronco;05557463-n;spa-30-05549830-n;27343
tronco;13186713-n;spa-30-13165815-n;7819
trono;04436510-n;spa-30-04429376-n;26515
trozo;09408804-n;spa-30-09385911-n;25363
trozo;03938441-n;spa-30-03932203-n;27093
trozo;13783547-n;spa-30-13761407-n;27093
trucha;02539716-n;spa-30-02537085-n;7820
trucha;07810428-n;spa-30-07794452-n;25671
truco;00100771-n;spa-30-00099951-n;10157
tráiler;04474900-n;spa-30-04467665-n;4926
trébol;11773047-n;spa-30-11752578-n;7281
tríceps;05587235-n;spa-30-05579604-n;24450
tuba;02807418-n;spa-30-02804252-n;6235
tubería;03950948-n;spa-30-03944672-n;8240
tucán;01846024-n;spa-30-01843383-n;8711
tuerca;03841711-n;spa-30-03836191-n;2785
tulipán;12474664-n;spa-30-12454159-n;3163
tumba;03459977-n;spa-30-03455033-n;7821
tumbona;04069540-n;spa-30-04062428-n;4764
turismo;02961779-n;spa-30-02958343-n;2339
turismo;00298987-n;spa-30-00298161-n;9002
turista;10737780-n;spa-30-10718131-n;6236
tutor;09637714-n;spa-30-09614684-n;27162
tándem;02838476-n;spa-30-02835271-n;28103
té;07949514-n;spa-30-07933274-n;29802
tía;09842904-n;spa-30-09823502-n;30271
tímido;00340839-a;spa-30-00339941-a;8707
tío;10755748-n;spa-30-10736091-n;30255
títere;04031524-n;spa-30-04025130-n;3282
títere;04031744-n;spa-30-04025350-n;26897
tómbola;00505855-n;spa-30-00504844-n;4760
túnel;04505257-n;spa-30-04497962-n;8972
ubre;02373012-n;spa-30-02370360-n;25518
un;01034323-v;spa-30-01032451-v;27359
unicornio;10757621-n;spa-30-10737964-n;6237
unir;01297878-v;spa-30-01295275-v;8243
unir;02628315-v;spa-30-02622234-v;8243
universidad;04518297-n;spa-30-04511002-n;15537
universidad;08303490-n;spa-30-08286569-n;15537
uno;13764713-n;spa-30-13742573-n;2627
urano;09490547-n;spa-30-09467417-n;10302
urinario;04523286-n;spa-30-04515991-n;28159
urna;04523411-n;spa-30-04516116-n;26523
urna;02785704-n;spa-30-02782681-n;6650
urogallo;01799661-n;spa-30-01797020-n;29690
urraca;01584861-n;spa-30-01582220-n;4766
usar;01161188-v;spa-30-01158872-v;15485
uso;00948944-n;spa-30-00947128-n;17036
utilidad;05155946-n;spa-30-05148699-n;17036
utilización;00948944-n;spa-30-00947128-n;17036
utilizar;01161188-v;spa-30-01158872-v;15485
uña;05589324-n;spa-30-05581693-n;2783
vaca;02406106-n;spa-30-02403454-n;2609
vaca;01890428-n;spa-30-01887787-n;2609
vacaciones;15162842-n;spa-30-15137890-n;3166
vaciar;00450647-v;spa-30-00449692-v;15487
vaciar;01516062-v;spa-30-01513430-v;15487
vacuna;04524830-n;spa-30-04517535-n;7293
vacunación;00825545-n;spa-30-00823884-n;7293
vacunar;00086587-v;spa-30-00086835-v;7293
vacío;01090234-a;spa-30-01086545-a;4767
vagina;05528762-n;spa-30-05521111-n;3410
vainilla;12107056-n;spa-30-12086539-n;28679
vajilla;04389081-n;spa-30-04381994-n;16067
validar;00449245-v;spa-30-00448290-v;28291
valla;03332179-n;spa-30-03327234-n;6651
valla;03936551-n;spa-30-03930313-n;6651
vallar;01591055-v;spa-30-01588134-v;9041
valle;09491734-n;spa-30-09468604-n;6238
vampiro;09567238-n;spa-30-09544109-n;6239
vaquero;09992191-n;spa-30-09972661-n;5602
vaquero;09992602-n;spa-30-09973072-n;5602
vaqueros;03599921-n;spa-30-03594734-n;24222
vaquilla;02406392-n;spa-30-02403740-n;24455
vara;03983015-n;spa-30-03976657-n;11322
vara;04324558-n;spa-30-04317420-n;11322
varicela;14156457-n;spa-30-14132975-n;7822
varita;04556915-n;spa-30-04549629-n;6240
vasectomía;00717431-n;spa-30-00716179-n;16681
vaso;03443167-n;spa-30-03438257-n;4769
vecino;10372030-n;spa-30-10352299-n;6241
vegetariana;10766787-n;spa-30-10747119-n;15824
vegetariano;10766787-n;spa-30-10747119-n;15822
veinte;13770268-n;spa-30-13748128-n;29550
veinticinco;13770903-n;spa-30-13748763-n;29288
veinticuatro;13770762-n;spa-30-13748622-n;29286
veintinueve;13771418-n;spa-30-13749278-n;29296
veintiocho;13771286-n;spa-30-13749146-n;29294
veintisiete;13771157-n;spa-30-13749017-n;29292
veintiuno;13770386-n;spa-30-13748246-n;29280
vejez;15178747-n;spa-30-15153787-n;21008
vejiga;05519988-n;spa-30-05512337-n;3407
vela;02951508-n;spa-30-02948072-n;6242
vela;04135005-n;spa-30-04127904-n;7294
velcro;04531889-n;spa-30-04524594-n;3408
velero;04135600-n;spa-30-04128499-n;8714
veleta;04575355-n;spa-30-04568069-n;29698
velocidad;15307914-n;spa-30-15282696-n;8247
vena;05426061-n;spa-30-05418717-n;10270
venda;02788671-n;spa-30-02785648-n;6243
vendar;01306207-v;spa-30-01303547-v;7295
vendedor;10568238-n;spa-30-10548681-n;20121
vendedor;10567784-n;spa-30-10548227-n;5603
vender;02247246-v;spa-30-02242464-v;6652
vender;02249738-v;spa-30-02244956-v;6652
veneno;15056943-n;spa-30-15032376-n;8248
veneno;15061483-n;spa-30-15036916-n;8248
venezuela;09184596-n;spa-30-09161803-n;29596
venir;02009962-v;spa-30-02005948-v;11708
venir;01853188-v;spa-30-01849221-v;11708
ventana;04594951-n;spa-30-04587648-n;24465
ventana;04596042-n;spa-30-04588739-n;32918
ventilador;03324991-n;spa-30-03320046-n;2612
ventilador;04534259-n;spa-30-04526964-n;2612
ventilador;03276485-n;spa-30-03271574-n;2612
ventilar;02117374-v;spa-30-02112891-v;9044
ventilar;00489706-v;spa-30-00488770-v;9045
ver;02134989-v;spa-30-02130524-v;2474
ver;02155378-v;spa-30-02150948-v;2782
ver;02133754-v;spa-30-02129289-v;2474
ver;02134765-v;spa-30-02130300-v;2474
verano;15262047-n;spa-30-15237250-n;5604
verbo;06329055-n;spa-30-06318062-n;7297
verbo;06331562-n;spa-30-06320569-n;7297
verdad;05827597-n;spa-30-05819453-n;8715
verdad;06736815-n;spa-30-06724066-n;8715
verdadero;02469730-a;spa-30-02460502-a;8715
verde;04974368-n;spa-30-04967191-n;4886
verdulería;03462628-n;spa-30-03457686-n;20126
verduras;07723196-n;spa-30-07707451-n;29131
vertebrado;01474323-n;spa-30-01471682-n;8249
vertebrados;01474323-n;spa-30-01471682-n;8249
vertedero;08577564-n;spa-30-08560027-n;15726
verter;02073479-v;spa-30-02069551-v;15347
verter;02074224-v;spa-30-02070296-v;7298
vertical;01236220-a;spa-30-01233347-a;9892
vespa;03796586-n;spa-30-03791053-n;28167
vestido;03241438-n;spa-30-03236735-n;2613
vestir;00047662-v;spa-30-00047945-v;2781
vestir;00046251-v;spa-30-00046534-v;2781
vestir;00050369-v;spa-30-00050652-v;27052
vestuario;03689034-n;spa-30-03683708-n;14691
veterinaria;10769383-n;spa-30-10749715-n;2780
veterinario;03140484-a;spa-30-03128816-a;11392
veterinario;10769383-n;spa-30-10749715-n;11392
vez;07324217-n;spa-30-07309599-n;27385
viajar;01839438-v;spa-30-01835496-v;4671
viajar;01849662-v;spa-30-01845720-v;4671
viajar;01846997-v;spa-30-01843055-v;4671
viajar;01850858-v;spa-30-01846916-v;11544
viajar;01845021-v;spa-30-01841079-v;10186
viaje;00309196-n;spa-30-00308370-n;11393
viajera;09652940-n;spa-30-09629752-n;16105
viajero;09652940-n;spa-30-09629752-n;6628
vibrador;04540337-n;spa-30-04533042-n;26581
vibrar;01895242-v;spa-30-01891249-v;34025
victoria;07488581-n;spa-30-07473441-n;23371
vid;13165571-n;spa-30-13144794-n;9142
vida;15165365-n;spa-30-15140405-n;8717
videojuego;00459914-n;spa-30-00458890-n;21945
vidrio;14905454-n;spa-30-14881303-n;9140
viejo;01642580-a;spa-30-01638438-a;4770
viento;11546388-n;spa-30-11525955-n;10726
viernes;15189510-n;spa-30-15164463-n;6629
viga;02819085-n;spa-30-02815950-n;10277
vigilar;02460829-v;spa-30-02455407-v;8718
vigilar;02156396-v;spa-30-02151966-v;8718
villancico;00547650-n;spa-30-00546613-n;2778
villancico;07049493-n;spa-30-07035747-n;2778
vinagre;07844963-n;spa-30-07828987-n;5605
vinagre;15112678-n;spa-30-15088111-n;5605
vinagrera;03145082-n;spa-30-03140431-n;7300
vino;07907701-n;spa-30-07891726-n;2614
viola;04543630-n;spa-30-04536335-n;17332
violeta;12408356-n;spa-30-12387839-n;11395
violonchelo;02995666-n;spa-30-02992211-n;4771
violín;04544161-n;spa-30-04536866-n;2615
virus;01331343-n;spa-30-01328702-n;24459
visitar;02493222-v;spa-30-02487573-v;4772
visitar;02498679-v;spa-30-02493030-v;26585
visitar;02625504-v;spa-30-02619424-v;4772
vista;05662207-n;spa-30-05654362-n;6573
viuda;10799960-n;spa-30-10780284-n;11637
viudo;10800182-n;spa-30-10780506-n;11641
vivir;02654741-v;spa-30-02648639-v;7302
vivir;02655932-v;spa-30-02649830-v;7302
vivo;00119378-a;spa-30-00118567-a;11397
vivíparo;02529085-a;spa-30-02519029-a;25528
vociferar;00915018-v;spa-30-00913065-v;4686
volante;04219349-n;spa-30-04212282-n;4969
volante;04320641-n;spa-30-04313503-n;6245
volar;01944262-v;spa-30-01940403-v;6246
volar;01844180-v;spa-30-01840238-v;10190
volar;02145438-v;spa-30-02140965-v;29943
volcán;09495727-n;spa-30-09472597-n;6247
voleibol;00481222-n;spa-30-00480211-n;10167
volquete;03260869-n;spa-30-03256166-n;3232
